technology_id,country,name,currency_base,currency_other,exchange_rate_per_usd,labour_day_cost_raw,calculation_base,calculation_unit,hectare_conversion_factor,establishment_labour_usd,establishment_equipment_usd,establishment_plant_material_usd,establishment_fertilizers_biocides_usd,establishment_construction_material_usd,establishment_other_usd,establishment_total_usd,establishment_n_items,establishment_total_estimation_reported,establishment_other_funding,maintenance_labour_usd,maintenance_equipment_usd,maintenance_plant_material_usd,maintenance_fertilizers_biocides_usd,maintenance_construction_material_usd,maintenance_other_usd,maintenance_total_usd,maintenance_n_items,maintenance_total_estimation_reported,maintenance_other_funding,costbenefit_establishment_short,costbenefit_maintenance_short,costbenefit_establishment_long,costbenefit_maintenance_long,cost_assumptions
6722,BF,Gully Treatment,,,613.5,CFA F 4333.67/linear meter,unit,Linear meter,,7.0600000000000005,1.36,,,16.3,1.36,26.08,6,,,,,,,,0.91,0.91,1,,,SLIGHTLYPOSITIVE,VERYPOSITIVE,POSITIVE,VERYPOSITIVE,Proximity to stone blocks and availability of labor are the most important factors affecting costs.
6724,IN,Multilayer Farming Systems For Ensuring Food Diversity And Increasing Resilience,other,INR,80.0,200,area,1,"{'en': 'ha', 'fr': 'ha'}",12.5,62.5,62.5,75.0,,25.0,237.5,6,,,145.0,,3.12,46.88,,12.5,207.5,7,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,"1. Availability of family labour to manage the field operations
2. Availability of dairy animals at the household level to meet the FYM needs"
6728,IN,City Compost: A Solution For Waste Management And Soil Health Improvement,other,INR,80.0,200,area,Hectare,,,,,,,,,0,,,15.0,22.5,,37.5,,,75.0,4,,,,SLIGHTLYPOSITIVE,,VERYPOSITIVE,"The cost of city compost is available at a subsidised price of INR 1000 per ton incl. transportation. Non-subsidised prices range at INR 3000 per ton plus  transportation. Project farmers could get it at subsidised rates. However, the non-availability of required documents may be a hindrance for farmers to avail the subsidised prices."
6729,BF,Vegetation of contour stone bunds using herbaceous species,,,613.5,"CFA F 2,000",unit,Linear meter,,0.03,0.01,1.09,,,0.03,1.16,6,,ProSoil promotes this technology and finances its implementation.,,,,,,0.02,0.02,1,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,The most significant factor affecting costs is seed and labour availability.
673,AF,Improved livestock shed for better health and productivity,USD,,67.0,5.2-5.3 USD,unit,Building of the livestock shed,,136.8,,,,212.79999999999998,17.8,367.4,10,,Livelihood Improvement Project Takhar  (LIPT) implemented by Terre des hommes (Tdh) Switzerland,10.6,,,,,,10.6,1,,,VERYPOSITIVE,,VERYPOSITIVE,,"Due to the remoteness of the villages where the technology has been implemented, all the inputs for establishment, such as agricultural equipment, plant material, fertilizers, etc., are purchased in Rustaq town. The expenses for traveling and delivering the inputs affect the establishment costs."
6731,BF,Minimum Tillage,USD,,598.7,"CFA F 11,250",area,Hectare,,20250.0,32000.0,,,,500000.0,552250.0,4,,,17500.0,,,209900.0,,,227400.0,5,,,POSITIVE,POSITIVE,POSITIVE,VERYPOSITIVE,"The most important factor affecting costs is the availability of labor and fluctuating agricultural input prices. For example, a bottle of pesticide, which used to cost CFA F 2,250 over the last few years, now costs CFA F 3,700."
6735,IN,Sustainable Biochar Production Through Agroforestry Systems And Its Application,other,INR,80.0,204 Rupees,unit,200 L capacity,,,337.5,,,,,337.5,2,,The project paid towards the fixed investment costs of biochar kiln and pulverizier unit,7.5,,,5.63,,,13.13,4,,,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"The investment towards the purchase of the kiln- and the pulveriser unit. In the documented project, the investment costs were borne by the project. Therefore, smallholder farmers may find it difficult to purchase the hardware units of kiln and pulveriser, given such investment costs."
6739,TN,Drought tolerant barley variety: 'Kounouz',other,Tunisian Dinar,3.0,25,area,1 hectare,,,,,,,,,0,,,66.67,142.82999999999998,26.0,85.33,,30.840000000000003,351.67,17,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,
674,AF,Community fodder bank for sustaining supplies,USD,,67.0,5.2-5.3 USD,unit,Building,,169.6,129.39999999999998,,,897.3000000000001,,1196.3,19,,Livelihood Improvement Project Takhar  (LIPT) implemented by Terre des hommes (Tdh) Switzerland,10.6,,,,,,10.6,1,,,VERYPOSITIVE,,VERYPOSITIVE,,"Due to the remoteness of the villages where the Technology has been implemented, all the inputs for establishment, such as agricultural equipment, plant material, fertilizers, etc., are purchased in Rustaq town. The expenses for traveling and delivering the inputs affect the establishment costs."
6742,MG,Pares-feux agricoles,other,ariary,4400.0,10000,area,1 hectare,,104.54,76.14,43.99,44.32,,,268.99,10,,"Une partie des équipements, le fumier, la main-d'œuvre et les semences de manioc, potiron, niébé et patate douce pour la mise en place ont été financés par LLandDev.",102.27,15.91,,54.55,,,172.73,5,,,SLIGHTLYNEGATIVE,SLIGHTLYNEGATIVE,SLIGHTLYPOSITIVE,POSITIVE,Main d'œuvre pour la mise en place.
6785,KZ,Creation of sown cultural pastures for summer-autumn use in the conditions of the foothill zone of south-eastern Kazakhstan,other,tenge,446.15,,unit,ha,,14.93,33.4,182.67,,,12.909999999999997,243.91,15,,"Part of the costs was covered by the FAO/GEF project ""Integrated Natural Resources Management in Drought-Prone and Salt-Affected Agricultural Landscapes of Central Asia and Turkey"" (CACILM-2)",2.18,,,,,1.13,3.31,2,,,POSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,"Purchase of seeds of perennial forage grasses, fuel and lubricants costs and operating costs for equipment maintenance. Inflation."
6788,KZ,Возделывание сахарного сорго в бинарных посевах с люцерной на засоленных почвах Кызылординской области,other,тенге,426.03,,unit,гектар,,56.67,52.26,83.91,55.589999999999996,,47.330000000000005,295.76,10,,В рамках проекта ФАО-ГЭФ «Комплексное управление природными ресурсами в подверженных засухе и засоленных сельскохозяйственных производственных ландшафтах в Центральной Азии и Турции (ИСЦАУЗР-2)» (GCP/SEC/293/GFF),56.67,52.26,8.8,55.589999999999996,,47.330000000000005,220.65,9,,,POSITIVE,POSITIVE,VERYPOSITIVE,POSITIVE,"Удобрения, ГСМ"
6804,MA,Drought tolerant durum wheat variety: Jawahir,other,Morrocan Dirham,10.0,80,area,1 Hectare,,,,,,,,,0,,,80.0,60.0,26.0,95.0,,,261.0,10,,,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,
6818,BT,Leaf Litter Collection for FYM Production,other,Ngultrum,82.0,800,unit,Cattle shed area,,146.34,,,,836.58,75.0,1057.92,12,,,97.56,,,31.71,132.5,50.0,311.77,12,,,,NEUTRAL,,NEUTRAL,"There are no additional off-farm income-generating activities besides vegetable production, which has an impact on the overall costs."
6820,NL,Soil improvement in orchards through use of bokashi (fermented clippings),other,EUR,0.95,250,area,1ha,{'en': '1ha = 2.47 acres'},221.05,52.63,,328.95,,,602.63,3,,,,,,,,,,0,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,Access to suitable machinery to reduce the labour costs.
6821,BT,Low-Cost Plastic-Lined Water Harvesting Pond,other,Ngultrum (Nu.),80.0,Ngultrum 350,unit,water harvesting pond,,50.0,,,,241.75,,291.75,5,,The cost were for plastic sheet and wire mesh and were funded by Food Security and Agriculture Productivity project and Green Climate Fund project.,93.75,,,,50.0,,143.75,2,,The cement was supported by the government.,POSITIVE,VERYPOSITIVE,SLIGHTLYPOSITIVE,VERYPOSITIVE,"The most important factors that affect the cost are the construction materials and labour. In this particular situation, cement wall is also one of the major factors affecting the cost although it is not usually required."
6822,BT,Traditional Soil Fertility Management through FYM Application,other,Ngultrum,82.0,800,unit,,,,,,,,,,0,,,36.59,,,,21.34,,57.93,9,,,NEUTRAL,NEUTRAL,POSITIVE,POSITIVE,Financial and labor charge including working lunch
6823,BT,Sexed semen technology,other,Ngultrum,79.62,600,unit,Number,,25.12,956.4399999999999,34.54,,565.18,5.65,1586.93,14,,The cost is normally covered by the Royal Government of Bhutan,,,,,,,,0,,The cost is mostly covered by the Royal Government of Bhutan,POSITIVE,,POSITIVE,,"Material cost, heat detection, distance"
6829,BT,Geocoding of Million Fruit Trees for Monitoring and Tracking,other,Ngultrum (Bhutanese Currency),82.62,800,unit,No of Seedlings,,96.83,1960.78,7685.780000000001,309.85,,,10053.24,13,,Almost all the cost were covered by the Million Fruit Tree Project of Desuung National Service and Ministry of Agriculture and Livestock jointly.,77.46,,8.47,,,,85.93,4,,,NEGATIVE,NEUTRAL,POSITIVE,POSITIVE,Most important factors affecting the costs are seedling and labour cost.
6830,BT,Securing Food Through Electric Fencing,other,Ngultrum (Nu.),80.0,250,unit,kilometre,,5000.0,2601.55,,,,12.5,7614.05,11,,"National Centre for Organic Agriculture, Yusipang",516.25,,,,,,516.25,1,145000.0,,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"The primary factor incurring the cost, according to the beneficiaries, was the energizer set, which necessitates frequent replacement."
6836,BT,Mechanical Bench Terracing,other,Ngultrum,80.62,,area,2.4 acres,,607.79,507.52,,,,,1115.31,2,,The land owner bore about 32% of the total cost while the remaining cost was covered by the GEF-LDCF Project,,,,,,,,0,,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,POSITIVE,SLIGHTLYPOSITIVE,
6839,BT,Rehabilitation of Fallow Land Through Agroforestry,other,Ngultrum (Nu.),80.0,Nu. 450,area,235 acres,,8118.0,9067.9,12239.62,,6237.549999999999,4682.8,40345.87,9,,,,,,,,,,0,,,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,The most important factors affecting the costs while implementing this technology is land preparation and plantation of seedlings.
6842,BT,Water Source Protection,,,82.08,1000,unit,Recharge zone of 638 acres (255 hectares),,,,,,,,,0,258500.0,The project was funded through Blue Moon in collaboration with Watershed Management Division of the Department of Forests and Park Services and Global Environment Facility (GEF) was also involved.,,,,,,,,1,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,None.
6844,BT,Vegetable Intercropping in Apple Orchards,other,BTN,81.0,Nu. 800,area,1 acre,{'en': '1 acre'},,,,,,,,0,23000.0,The land users bore 100% of costs.,,,,,,,,0,6000.0,The land users bore 100% of costs.,SLIGHTLYNEGATIVE,SLIGHTLYNEGATIVE,POSITIVE,VERYPOSITIVE,
6846,BT,Protected Agriculture for High Value Crops,other,Ngultrum (Nu.),79.0,500,area,3.75 acres,,284.81,3696.2000000000003,224.05,,6421.5199999999995,,10626.58,8,,Royal Government of Bhutan (RGoB),,,,,,,,0,,,VERYNEGATIVE,NEUTRAL,POSITIVE,VERYPOSITIVE,Infrastructure and machinery.
6847,BT,Citrus Canopy Management and Rehabilitation Program,other,Ngultrum (Nu.),80.0,500,area,2.47 acre,{'en': '1'},106.25,56.25,463.12,18.75,,,644.37,5,,The cost for sapling and biocide is borne by the Royal Government of Bhutan.,43.75,,,,,,43.75,1,,,SLIGHTLYNEGATIVE,POSITIVE,VERYPOSITIVE,POSITIVE,The land users mentioned that the equipment is the main factor affecting cost.
6849,BT,Climate Resilient Irrigation Scheme,other,Nu.,80.0,,unit,Irrigation line,,,,,,,,,0,18055180.0,Green Climate Fund,,,,,,,,0,48000.0,Royal Government of Bhutan (Gewog budget),VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,
6853,BT,Springshed Revival through Trenches and Checkdams,other,Bhutanese Currency (Ngultrum),82.25,700,unit,,,333.13,418.24,,,,,751.37,7,,The cost was borne 100 % by the government.,,,,,,,,2,3.0,,NEUTRAL,NEUTRAL,POSITIVE,POSITIVE,The most important factor that contributed to the huge cost was from machine hiring charges. The community usually cost minimum of Nu. 15000 in an hour and some of them can hire it counting the number of days.
6854,BT,Contour Grass Hedgerows on Steep Slopes,other,Ngultrum,82.08,250,area,Ha,{'en': '0.4'},12.18,,85.28,,,91.37,188.83,3,,"The funding was provided by UNDP, with technical support from the National Soil Services Center and the Dzongkhag.",6.09,,24.37,,,,30.46,2,,,POSITIVE,VERYPOSITIVE,POSITIVE,VERYPOSITIVE,Labour cost and cost of the planting materials.
6855,BT,Managed Burning of Rangeland,other,Bhutanese  Ngultrum,82.08,1200,area,1 acres,{'en': '0.4 hectare'},131.58,237.57000000000002,,,,,369.15,4,,,,,,,,,,0,,,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,Labour cost
6857,BT,Lake Revival:  Towards Environmental Conservation,USD,,80.0,,unit,,,,,,,,,,0,46200.0,The whole of expenditures were borne by UNDP GEF SGP (US$33550) and the Loden Foundation (US$12650).,,,,,,,,0,,,SLIGHTLYNEGATIVE,,NEGATIVE,,
6859,BT,Cane and Bamboo Plantation to Sustain Raw Materials,other,Nu.,82.0,,area,45 acres,{'en': '45 acres = 18.2 ha'},,,,,,,,0,2200000.0,"The UNDP supported with the funds. Later, Bhutan Orchids too supported with Nu. 800,000.",,,,,,,,0,20000.0,The land users bore the cost (the estimated cost of maintaining the technology is Nu. 20000 [around USD 244),POSITIVE,VERYPOSITIVE,POSITIVE,VERYPOSITIVE,
6860,BT,Use of Dummy Tigers to Repel Wild Animals,other,Nu.,80.0,800,unit,,,10.0,,,,,67.25,77.25,3,,,,,,,,,,0,5346.0,,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,
6864,BT,Plastic mulching for cash crops,other,Ngultrum,82.1,Nu 400,area,1 acre,,160.79,60.9,0.91,,136.42,140.68,499.7,9,,,,,,,,,,0,29823.0,,POSITIVE,POSITIVE,SLIGHTLYPOSITIVE,SLIGHTLYNEGATIVE,Higher cost of plastic mulching and hiring a power tiller.
6865,BT,Biogas plant,other,Bhutanese Ngultrum,82.73,Nu 350,unit,"inlet tank (mixing tank), inlet pipes, Digester, gas holder, manhole, outlet, main gas pipe turret, main gas valve, pipeline, water outlet, pressure gauge, gas tab, gas stove, gas lamp, slurry pit",,221.20000000000002,22.400000000000002,29.25,,299.28,89.26,661.39,24,50000.0,Raw material for construction of the plant was supported by the government.,,,,,,,,0,,,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"Raw materials, transportation cost, labour charges."
6869,BT,Stall-Feeding of Dairy Cows,other,Ngultrum,80.0,500,unit,Stall-feed unit,,937.5,100.0,,,4279.38,8666.88,13983.76,13,,,187.5,,,,39.0,,226.5,2,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,Lack of materials and procurement of materials is expensive
6871,BT,Terrace Consolidation by Machine,other,Ngultrum,80.0,500,area,2.5 acre,{'en': '1ha'},750.0,1500.0,,,,,2250.0,3,,This technology is been supported and funded by Green Climate Fund for land consolidation,,,,,,,,0,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,The major factor affecting the cost for implementing this technology is in hiring of excavator
6874,BT,Vermicomposting,other,Ngultrum,250.0,250,unit,,,7.0,,40.0,,634.0,,681.0,9,,National Organic Program,8.0,,,,86.88,,94.88,5,,NOP,POSITIVE,POSITIVE,VERYPOSITIVE,POSITIVE,Financial and availability of earthworms
6876,BE,Undersowing grass in maize as a cover crop,other,Euro,0.91,,area,ha,,,,,,,,,0,,,76.92,76.92,412.09,,,,565.93,3,,,,NEUTRAL,,SLIGHTLYPOSITIVE,"The way of sowing, the seed and the use of plant protection products"
6878,LU,Shallow rotary tillage with microbial digestion,other,Eur,0.91,280,area,1ha,{'en': '2.4 acres'},,,,,,,,0,,,,115.38,,247.25,,49.45,412.08,3,,Water fund grant,,SLIGHTLYNEGATIVE,,NEUTRAL,"Soil type defines speed of tractor and thus fuel, labour and recurrent maintenance costs."
6879,NL,Agroforestry on arable land,other,Euro,0.92,,unit,per 5.48ha field,,869.57,326.09,1326.0900000000001,,,,2521.75,4,,,1902.18,,,,,,1902.18,3,,,NEGATIVE,SLIGHTLYNEGATIVE,SLIGHTLYPOSITIVE,SLIGHTLYNEGATIVE,Climate impacting requirement of irrigation time will vary. Main future cost is harvesting and the net costs with nut crop yield.
689,NE,Rehabilitation and protection of the rangeland of Guidan Issa,other,CFA francs,550.0,1500 CFA francs,area,"29,5 ha",,376.36,6320.0,1881.8200000000002,,,,8578.18,6,,The Zamtapo project has financed the remaining costs.,,,,,,,,0,,,SLIGHTLYNEGATIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"- The fencing
- The purchase of seeds"
6891,BT,Contour Stone Bunds,other,Nu,80.0,400,area,3 acres,,245.0,,,,,80.25,325.25,2,,,,,,,,,,0,,,POSITIVE,VERYPOSITIVE,POSITIVE,VERYPOSITIVE,The most important factor affecting the cost is labor.
6898,BT,Improved Dairy Shed,other,Nu,82.0,500,unit,,,128.05,,,,1562.8100000000002,,1690.86,8,140000.0,Government,,,,,,,,0,,,POSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,Materials and transportation cost
6933,MN,Conservation agriculture to restore abandoned cropland,other,Tugrik,3453.0,50000 - 100000,area,800 hа,,11439.33,589313.64,89834.93,5560.38,78192.88,115841.3,890182.46,16,,,3996.5299999999997,8271.07,17457.28,8.69,,790.62,30524.19,12,,,NEGATIVE,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,"Factors that mainly affect the cost are inflation and the MNT exchange rate (mainly relevant when purchasing imported products). In addition, in the event of extreme weather and disastrous conditions, extra labor may be required to mitigate damage."
698,TJ,River training dam,USD,,,,unit,Dam,,2325.0,4217.34,,,1041.6,151.8,7735.74,11,,Rent of bulldozer + bulldozer driving covered by local district government. All other costs covered by project.,32.0,,,,7.0,,39.0,2,,,VERYPOSITIVE,VERYPOSITIVE,,,"- Geography (steep hills to dig a diverting channel increases the establishment costs) 
- Geology (quality/type of soil affects the time needed for digging)"
700,NE,Multi-Nutritional Fodder Blocks for livestock,other,CFA franc,550.0,1000 CFA francs,unit,per 20 kilogram of MNDB,,7.27,8.46,5.63,,,,21.36,16,,The project has financed the equipment.,7.27,0.73,5.63,,,,13.63,10,,,POSITIVE,POSITIVE,VERYPOSITIVE,POSITIVE,"Ingredients, diesel"
7000,PH,Floating Vegetable Garden Using Water Hyacinth as Planting Medium,other,Pesos,55.0,350 Pesos,unit,one floating garden unit,,108.17999999999999,,81.82,,192.70999999999998,109.09,491.8,12,,The cost for the construction of the floating garden was subsidized by the Department of Agriculture,38.17,,81.82,36.36,145.45,,301.8,8,,The Department of Agriculture partially subsidized the seeds,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,Availability of bamboo in the area which is heavily used as the floater
7002,TN,ICT2Scale – supporting smallholder farmers with cellphone-based services via SMS,USD,,,,unit,Whole project / infrastructure,,1000.0,1010.0,,,,1000.0,3010.0,3,,,,,,,,,,0,,,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,...
7094,NL,Alley cropping with nut trees,other,eur,0.9,200 euro,area,7.8 hectares,,,,,,,,,0,,,,,,,,,,0,,,SLIGHTLYNEGATIVE,SLIGHTLYNEGATIVE,POSITIVE,POSITIVE,"Estimating the costs of this project is difficult; the project budget not only includes implementation, but also soil analysis, earth observations, demonstration events and dissemination activities and products."
711,UG,Soil and Water Conservation Channels,USD,,3300.0,USD 2.12,unit,Per acre (each acre usually has 150meters of channels),,165.0,100.05000000000001,52.5,,,,317.55,7,,Kigezi Diocese Water and Sanitation Programme,0.29000000000000004,,,,,,0.29,2,,,POSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,"The costs have been calculated basing on depth of top soil of 51 – 80cm. When the depth of the top soil is shallow, then the costs of breaking the underlying sub-surface layers, which are usually rock, are much higher. Also during the rainy season, the soil is more workable

The costs of maintenance will be less where the rest of the landscape also has conservation channels, has good vegetative cover and where the hill slope is gentle."
7121,KE,Integrated soil fertility management (ISFM),other,KSH,135.0,500,area,hectare,,,,,,,,,1,,One or two days of workshop costs. Cost of exchanges with extension agents (mainly time),37.04,,83.33,148.15,,,268.52,4,,,NEGATIVE,SLIGHTLYNEGATIVE,POSITIVE,SLIGHTLYPOSITIVE,Local labor prices. Local availability of livestock. Local fertilizer and seed prices.
7125,ES,Reforestation of degraded agricultural land.,other,EUR,,500 €/day,area,10-50 has,{'en': '3000 €/ha (reforestation) + 1000 €/ha (maintenance every 2 years)'},,,,,,,,0,2999.0,"Subsidies from the Extremadura Regional Government, Spanish Government and EU (FEADER)",,,,,,,,0,3000.0,"Subsidies from the Extremadura Regional Government, Spanish Government and EU (FEADER)",SLIGHTLYNEGATIVE,SLIGHTLYNEGATIVE,VERYPOSITIVE,POSITIVE,Working personnel and plant protection
7126,PT,Monitoring and Management of Agroforestry using SmartAG,other,Euro (€),,3590 €,area,100 ha,,,,,,,,,9,,The costs are covered by AgroInsider,,,,,,,,0,,,SLIGHTLYPOSITIVE,POSITIVE,POSITIVE,SLIGHTLYPOSITIVE,"Human resources, farm area, and the quantity of carbon-emitting farm activities (i.e., agricultural activities)."
7129,DE,Improved Forest management,other,€,0.93,"39,50",area,1 ha,,,,,,,,,0,10000.0,,,,,,,,,0,2000.0,,,,POSITIVE,POSITIVE,"Availability of labor, availability of seedlings, density of deer population, costs for fencing."
7138,CH,Organic Agriculture (DOK Experiment),other,CHF,0.91,160-240,area,ha,{'en': '1 ha'},,,,,,,,0,,,,,,,,,,1,,,NEGATIVE,SLIGHTLYPOSITIVE,POSITIVE,SLIGHTLYPOSITIVE,Reduced yield without price premium during transition period.
7140,NL,Peatland Rewetting,other,EUR,,60 EUR per hour is the estimated average cost of labour in the Netherlands,area,8.4 ha,,,,,,,,,6,579000.0,There is local and national government involvement in sharing the costs. Farmers also contribute 25% of the installation costs and provide in-kind contributions through their time.,,,,,,,,5,578441.0,,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,"The most important factors affecting the costs are the installation of the drainage systems, monitoring equipment and activities, scale of implementation, types of drainage pipes, solar-powered pumping systems, project management and research activities, adaptation of surrounding water management, duration of the project, labor costs, and location-specific factors (such as the soil profile of the area of implementation)."
7142,ID,Agroforestry and Reforestation for Improved Livelihoods and Ecosystem Services,USD,,600.0,,area,20 ha as the pilot case,{'en': '1 ha = 2.47 acres'},20000.0,,20000.0,6000.0,14000.0,,60000.0,4,60000.0,Project donors and grants will cover all costs,750.0,,,360.0,,,1110.0,9,1110.0,The project donors and grants will cover all the cost,NEUTRAL,NEUTRAL,POSITIVE,POSITIVE,Climate or seasonal change will affect the fertilizing time and will affect the annual cost for fertilizer
716,EG,Calcareous soils management,,,18.0,80 LE (Egyptian Pound),area,,,,,,,,,,0,,,,,,,,,,0,,,SLIGHTLYPOSITIVE,SLIGHTLYNEGATIVE,POSITIVE,VERYPOSITIVE,
719,UG,Farming God's Way,USD,,3300.0,USD 2.12,area,Acre,,322.24,6.740000000000001,410.8,0.61,,,740.39,10,,Kigezi Diocese Water and Sanitation Programme,2.12,,,,,,2.12,1,,,POSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,"The most significant cost in this technology is mulch. In cases where land is very fragmented, it is inaccessible by road and all materials have to be carried to site which increases the costs of labour"
7197,AE,Solar Mobile Dryer (SMD),USD,,,,unit,,,,,,,,1000.0,1000.0,22,1000.0,,,,,,,750.0,750.0,2,,,SLIGHTLYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,Material costs for drying such as packaging appeared to be a major cost.
723,HN,Huellas de concreto (rutas de evacuación),USD,,1.0,,area,180 metros lineales,,1500.0,26.0,,,4896.0,388.0,6810.0,10,,"Cruz Roja Hondureña/Suiza, alcaldía muicipal",32.0,,,,,,32.0,1,,,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"Cemento, arena, piedra"
7254,TH,Ked Forest Park: : a Prototype for Community Indigenous Plant Management,USD,,,8.82 USD,area,2.56 ha,{'en': '6.25 rai'},880.0,3087.0,1500.0,,,588.0,6055.0,10,,,352.8,,,,,176.4,529.2,2,,,SLIGHTLYPOSITIVE,NEUTRAL,POSITIVE,NEUTRAL,"1. Labour cost
2. Agricultural materials costs
3. Construction materials costs"
7260,SA,Cross-Wadi Water Harvesting Structures,other,Saudi Riyals (SAR),3.77,The labourers were paid 70 (SAR) per each 1.0 cubic metre stone works,unit,Single structure with 5000 cubic metres stone work,,92838.2,,994.69,,,,93832.89,2,,Labour work costs were covered by a community-partnership donor,,,,,,,,0,9800.0,NCVC,SLIGHTLYPOSITIVE,NEUTRAL,VERYPOSITIVE,POSITIVE,"The exact construction costs are difficult to determine due to several factors:

(a) Much of the labor was contributed voluntarily through community-based efforts, making it challenging to assign standard labor costs.
(b) Earthwork expenses were covered by donors as part of their community engagement initiatives, rather than being recorded as direct project costs.
(c) The underlying technology and infrastructure are owned by the NCVC, whose staff are responsible for ongoing maintenance and plantation care as part of their institutional duties, rather than through contracted services.

These elements significantly reduce the traceability and quantification of conventional project expenditures."
7274,TH,SUNN HEMP  AS  A SOIL AMENDMENT AND FOR  MITIGATION OF SALINITY,other,Baht,34.0,300,area,1.12 ha,{'en': '1 ha=6.25 rai'},,,,,,,,8,,Land Development Department,9.82,,0.12,0.44000000000000006,,1.73,12.11,8,,"The Land Development Department does not provide financial support but instead supports agricultural production inputs, such as green manure seeds and raw materials for compost production.",NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"1. Labour costs
2. Fuel costs"
7276,TH,INTEGRATED AGRICULTURE-BASED LAND USE IN AREAS WITH SALINE SOILS,USD,,,8.82 USD,area,1.12ha,{'en': '6.25rai'},81.65,,,,,,81.65,13,,,174.38,75.0,58.8,132.23,,81.65,522.06,14,,,POSITIVE,POSITIVE,POSITIVE,POSITIVE,1. Labour costs
7303,AE,A Water-Energy-Food (WEF) efficient net house,other,Dirham,3.67,,unit,Net house,,,,,,,9540.880000000001,9540.88,4,,The project,435.97,,65.4,263.21,,50.59,815.17,8,,The project,SLIGHTLYNEGATIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,The most important costs factor making this innovation more cost effective than the conventionally cooled greenhouses is energy cost and water cost. For the conventionally cooled greenhouses these costs are respectively 302 and 680.
731,IN,Multigrain Nutrient Ball,other,Rupees,67.0,,unit,8Kg of nutritious multi-grain flower,,0.6,45.56,9.7,,,,55.86,7,,,,,,,,,,0,,,POSITIVE,POSITIVE,VERYPOSITIVE,POSITIVE,Investment costs
7346,IT,Reconstitution of Soils,other,EUR,0.89,"123.00, gross income",area,10 hectares,,32062.92,78651.69,,,,1544943.8199999998,1655658.43,5,,Costs related to the matrices to be used and transport (1125000.00 EUR) are covered by company producing waste used. The costs to dispose of  matrices II are much higher than taking them to the reconstitution plant.,15685.39,,,,,,15685.39,2,,,POSITIVE,POSITIVE,VERYPOSITIVE,VERYPOSITIVE,The most important factor affecting costs could be the transport of degraded soil or matrices I to be used to the restoration site in the case of soil sealed
7348,TN,Shallow tillage (15-20cm),other,TND,3.07,30-40,area,are,{'en': '1are = 100square meter'},,,,,,,,0,150.0,,,,,,,,,0,350.0,,SLIGHTLYPOSITIVE,SLIGHTLYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"The most important factors affecting the costs are: the need to keep more moisture in the soil, good aeration for roots, improvement of soil texture and increase in organic matter."
735,HN,Curved and tiered live hedges,other,Lempiras,23.0,150 Lempiras,area,1250 linear meters,,160.87,1.26,271.74,,,,433.87,5,,Honduran / Swiss Red Cross,130.43,0.22,,,,,130.65,2,,,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,VERYPOSITIVE,"- area extension
- purchase of plants for live hedge, if these are not locally available"
